# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
1.901,85.603,97.639,57.595,97.651,57.707,0.433,3.112e-5,0.433,0.004,1.556,3.59,28.61,-80.6,9.792,0.777,4.635e-7,-2.1,-9.62E-04,2.685e4,5046.696,22.889,0.061,87.003,72.388,2.854,0.287,2.108e7,1847.471,35.434,0.459,0.46,0.37,0.009,0.08,0.104,0.296,6.538e-5,0,0,0,0,-0.001,0.013,5.12,132.83,87.192,0.002,1.906,14.444,1003.21,340.052,0.05,0.16
1.951,90.557,100.513,57.504,100.528,57.624,0.516,3.72e-5,0.516,0.004,1.738,3.705,28.61,-80.6,9.792,0.75,3.843e-7,-1.722,-0.001,2.68e4,4993.765,22.825,0.061,87.055,72.304,2.881,0.296,2.17e7,1843.762,37.562,0.459,0.46,0.37,0.01,0.08,0.1,0.288,3.93e-4,0,0,0,0,-7.21E-04,0.013,5.12,132.83,87.096,0.001,2.041,14.411,1002.629,340.032,0.05,0.162
2.001,95.654,103.38,57.364,103.398,57.49,0.607,4.378e-5,0.607,0.004,1.926,3.804,28.61,-80.6,9.792,0.748,-5.66E-07,-1.325,-1.22E-04,2.675e4,4940.833,22.761,0.061,87.073,72.219,2.901,0.304,2.231e7,1838.785,39.75,0.46,0.461,0.369,0.01,0.081,0.099,0.289,2.63e-4,0,0,0,0,-4.04E-04,0.013,5.12,132.83,87.02,7.044e-4,2.104,14.378,1002.031,340.012,0.05,0.164
2.051,100.895,106.24,57.219,106.261,57.354,0.708,5.076e-5,0.708,0.004,2.119,3.928,28.61,-80.6,9.792,0.848,-3.57E-07,-0.874,4.069e-5,2.669e4,4887.902,22.697,0.061,86.946,72.134,2.893,0.313,2.292e7,1833.809,42.008,0.46,0.461,0.369,0.01,0.081,0.114,0.329,-1.77E-04,0,0,0,0,-1.66E-04,0.014,5.12,132.83,86.965,1.203e-4,1.938,14.344,1001.417,339.991,0.05,0.165
2.101,106.278,109.093,57.077,109.117,57.213,0.819,5.804e-5,0.819,0.004,2.316,3.948,28.61,-80.6,9.792,0.788,0,-0.384,-1.96E-04,2.664e4,4835.299,22.632,0.061,87.046,72.049,2.929,0.321,2.352e7,1828.802,44.299,0.461,0.461,0.369,0.01,0.081,0.105,0.308,-2.66E-04,0,0,0,0,-3.04E-05,0.014,5.12,132.83,86.934,-4.56E-04,2.025,14.309,1000.785,339.97,0.05,0.166
2.151,111.804,111.938,56.926,111.966,57.064,0.94,6.552e-5,0.94,0.004,2.514,3.971,28.61,-80.6,9.792,0.793,0,0.122,-2.52E-04,2.659e4,4782.891,22.568,0.061,87.054,71.964,2.947,0.33,2.413e7,1823.681,46.654,0.461,0.462,0.369,0.01,0.082,0.106,0.312,-4.44E-04,0,0,0,0,2.934e-6,0.014,5.12,132.83,86.927,-0.001,1.943,14.273,1000.137,339.949,0.05,0.167
2.201,117.472,114.776,56.776,114.808,56.912,1.071,7.309e-5,1.071,0.004,2.712,3.936,28.61,-80.6,9.792,0.747,-4.73E-07,0.646,-0.001,2.654e4,4730.484,22.504,0.06,87.134,71.879,2.98,0.338,2.473e7,1818.55,49.056,0.461,0.462,0.369,0.01,0.082,0.1,0.297,-3.36E-04,0,0,0,0,7.772e-5,0.015,5.12,132.83,86.946,-0.002,1.911,14.236,999.473,339.926,0.05,0.168
2.251,123.281,117.606,56.625,117.642,56.757,1.211,8.065e-5,1.211,0.004,2.907,3.869,28.61,-80.6,9.792,0.703,3.285e-7,1.168,-1.68E-04,2.648e4,4678.093,22.439,0.06,87.214,71.794,3.012,0.346,2.533e7,1813.419,51.51,0.462,0.462,0.368,0.01,0.083,0.093,0.281,-2.38E-04,0,0,0,0,2.424e-4,0.015,5.12,132.83,86.992,-0.002,1.828,14.199,998.791,339.903,0.05,0.17
2.301,129.232,120.426,56.431,120.466,56.555,1.361,8.812e-5,1.361,0.004,3.097,3.756,28.61,-80.6,9.792,0.639,0,1.681,-0.001,2.643e4,4626.327,22.375,0.06,87.324,71.709,3.05,0.355,2.592e7,1807.18,54.012,0.462,0.463,0.368,0.011,0.083,0.085,0.257,2.956e-4,0,0,0,0,4.787e-4,0.015,5.12,132.83,87.063,-0.003,1.737,14.16,998.093,339.88,0.05,0.171
2.351,135.324,123.235,56.199,123.279,56.313,1.521,9.543e-5,1.521,0.004,3.28,3.58,28.61,-80.6,9.792,0.527,-8.17E-07,2.152,-0.002,2.638e4,4574.56,22.31,0.06,87.504,71.624,3.102,0.363,2.652e7,1799.938,56.557,0.462,0.463,0.368,0.011,0.084,0.069,0.214,3.567e-4,0,0,0,0,7.486e-4,0.016,5.12,132.83,87.159,-0.003,1.7,14.12,997.379,339.856,0.05,0.172
2.401,141.555,126.032,55.965,126.08,56.067,1.689,1.025e-4,1.689,0.003,3.454,3.379,28.61,-80.6,9.792,0.422,0,2.558,-0.002,2.633e4,4522.794,22.245,0.06,87.677,71.538,3.152,0.371,2.71e7,1792.695,59.153,0.463,0.463,0.368,0.011,0.084,0.055,0.173,-1.29E-04,0,0,0,0,0.001,0.016,5.12,132.83,87.277,-0.004,1.61,14.08,996.648,339.831,0.05,0.173
2.451,147.927,128.818,55.727,128.869,55.813,1.866,1.093e-4,1.866,0.003,3.615,3.085,28.61,-80.6,9.792,0.216,-9.67E-07,2.842,-0.003,2.628e4,4471.375,22.181,0.06,88.009,71.453,3.234,0.379,2.769e7,1785.338,61.797,0.463,0.463,0.368,0.011,0.085,0.028,0.089,1.508e-4,0,0,0,0,0.001,0.017,5.12,132.83,87.413,-0.004,1.721,14.038,995.901,339.806,0.05,0.174
2.501,154.437,131.589,55.448,131.643,55.518,2.05,1.158e-4,2.05,0.003,3.762,2.799,28.61,-80.6,9.792,0.05,0,2.965,-0.013,2.623e4,4420.426,22.117,0.06,88.287,71.368,3.304,0.388,2.827e7,1777.036,64.498,0.464,0.464,0.367,0.011,0.085,0.006,0.02,1.208e-4,0,0,0,0,0.001,0.017,5.12,132.83,87.559,-0.004,1.734,13.996,995.137,339.781,0.05,0.175
2.551,161.085,134.346,55.155,134.403,55.213,2.242,1.221e-4,2.242,0.003,3.895,2.543,28.61,-80.6,9.792,0.058,1.176e-6,-2.96,-0.011,2.617e4,4369.476,22.052,0.06,88.292,71.283,3.322,0.396,2.885e7,1768.525,67.247,0.464,0.464,0.367,0.011,0.086,0.007,0.026,-2.10E-04,0,0,0,0,-0.001,0.017,5.12,132.83,87.707,-0.003,1.621,13.953,994.357,339.754,0.05,0.176
2.601,167.871,137.089,54.86,137.147,54.905,2.44,1.284e-4,2.44,0.003,4.014,2.238,28.61,-80.6,9.792,0.229,-1.03E-06,-2.802,-0.002,2.612e4,4318.526,21.987,0.06,88.044,71.198,3.29,0.404,2.942e7,1760.013,70.056,0.465,0.465,0.367,0.012,0.086,0.03,0.098,-2.21E-04,0,0,0,0,-0.001,0.018,5.12,132.83,87.852,-0.002,1.678,13.909,993.562,339.728,0.05,0.178
2.651,174.794,139.816,54.57,139.877,54.604,2.643,1.35e-4,2.643,0.003,4.118,1.936,28.61,-80.6,9.792,0.398,1.969e-6,-2.449,-0.003,2.607e4,4268.266,21.923,0.06,87.806,71.113,3.26,0.412,2.999e7,1751.81,72.923,0.465,0.465,0.367,0.012,0.087,0.052,0.17,-2.20E-05,0,0,0,0,-7.54E-04,0.018,5.12,132.83,87.984,-0.001,1.777,13.864,992.75,339.7,0.05,0.18
2.701,181.852,142.531,54.296,142.593,54.324,2.851,1.419e-4,2.851,0.003,4.209,1.718,28.61,-80.6,9.792,0.483,2.436e-6,-1.934,-0.003,2.602e4,4218.151,21.859,0.06,87.697,71.028,3.256,0.42,3.056e7,1744.194,75.821,0.466,0.466,0.366,0.012,0.087,0.064,0.207,-3.60E-04,0,0,0,0,-4.52E-04,0.018,5.12,132.83,88.094,8.097e-5,1.739,13.818,991.922,339.673,0.05,0.182
2.751,189.046,145.231,54.019,145.295,54.041,3.064,1.495e-4,3.064,0.003,4.29,1.532,28.61,-80.6,9.792,0.561,0,-1.294,9.449e-5,2.597e4,4168.037,21.795,0.06,87.602,70.943,3.254,0.428,3.112e7,1736.591,78.766,0.466,0.466,0.366,0.012,0.088,0.074,0.242,4.868e-4,0,0,0,0,-1.95E-04,0.019,5.12,132.83,88.175,4.067e-4,1.762,13.771,991.078,339.644,0.05,0.183
2.801,196.375,147.918,53.734,147.982,53.753,3.28,1.577e-4,3.28,0.003,4.363,1.413,28.61,-80.6,9.792,0.604,0,-0.548,-5.62E-04,2.592e4,4118.133,21.731,0.06,87.559,70.858,3.262,0.436,3.168e7,1728.918,81.747,0.466,0.467,0.366,0.012,0.088,0.08,0.261,-3.58E-04,0,0,0,0,-3.38E-05,0.019,5.12,132.83,88.221,8.263e-4,1.792,13.724,990.218,339.615,0.05,0.185
2.851,203.838,150.586,53.371,150.652,53.389,3.5,1.666e-4,3.5,0.003,4.432,1.37,28.61,-80.6,9.792,0.605,-2.99E-07,0.258,1.908e-4,2.587e4,4068.954,21.667,0.06,87.577,70.774,3.282,0.444,3.223e7,1719.366,84.751,0.467,0.468,0.366,0.013,0.089,0.08,0.264,4.49e-4,0,0,0,0,7.187e-6,0.019,5.12,132.83,88.229,0.002,1.819,13.675,989.343,339.586,0.05,0.187
2.901,211.433,153.235,52.971,153.301,52.989,3.723,1.765e-4,3.723,0.003,4.5,1.387,28.61,-80.6,9.792,0.592,4.72e-7,1.098,-6.13E-04,2.582e4,4019.775,21.603,0.06,87.617,70.69,3.306,0.452,3.278e7,1708.976,87.786,0.467,0.468,0.365,0.013,0.089,0.079,0.26,4.994e-4,0,0,0,0,1.26e-4,0.02,5.12,132.83,88.195,0.002,1.917,13.626,988.452,339.556,0.05,0.189
2.951,219.161,155.863,52.566,155.93,52.588,3.95,1.872e-4,3.95,0.003,4.572,1.535,28.61,-80.6,9.792,0.495,0,1.892,-0.001,2.578e4,3970.596,21.539,0.06,87.78,70.605,3.355,0.459,3.332e7,1698.587,90.822,0.468,0.468,0.365,0.013,0.09,0.065,0.219,4.377e-4,0,0,0,0,3.619e-4,0.02,5.12,132.83,88.119,0.003,1.894,13.575,987.546,339.526,0.05,0.19
3.001,227.019,158.47,52.133,158.539,52.163,4.181,1.992e-4,4.181,0.003,4.654,1.764,28.61,-80.6,9.792,0.362,-1.41E-06,2.542,-0.002,2.573e4,3922.16,21.476,0.059,88.001,70.521,3.414,0.467,3.386e7,1687.687,93.882,0.468,0.469,0.365,0.013,0.091,0.047,0.161,3.534e-4,0,0,0,0,6.321e-4,0.02,5.12,132.83,88.007,0.005,1.861,13.524,986.624,339.495,0.05,0.192
3.051,235.007,161.051,51.614,161.121,51.655,4.416,2.127e-4,4.416,0.003,4.749,2.055,28.61,-80.6,9.791,0.201,1.647e-6,2.988,-0.003,2.568e4,3874.209,21.413,0.059,88.27,70.438,3.483,0.475,3.439e7,1674.725,96.967,0.469,0.469,0.365,0.013,0.091,0.026,0.089,-1.69E-04,0,0,0,0,8.452e-4,0.021,5.12,132.83,87.868,0.006,1.81,13.472,985.688,339.463,0.05,0.193
3.101,243.123,163.606,51.081,163.678,51.136,4.656,2.279e-4,4.656,0.003,4.859,2.357,28.61,-80.6,9.791,0.05,2.65e-6,3.19,-0.016,2.563e4,3826.258,21.349,0.059,88.53,70.354,3.55,0.482,3.491e7,1661.546,100.089,0.47,0.47,0.364,0.014,0.092,0.006,0.022,-2.79E-05,0,0,0,0,9.336e-4,0.021,5.12,132.83,87.712,0.008,1.816,13.42,984.736,339.431,0.05,0.194
3.151,251.367,166.134,50.546,166.208,50.613,4.902,2.454e-4,4.902,0.003,4.983,2.611,28.61,-80.6,9.791,0.049,3.324e-7,-3.19,-0.015,2.558e4,3778.307,21.286,0.059,88.553,70.27,3.571,0.49,3.543e7,1648.366,103.249,0.47,0.47,0.364,0.014,0.092,0.006,0.023,-3.97E-05,0,0,0,0,-9.05E-04,0.021,5.12,132.83,87.552,0.009,1.976,13.366,983.769,339.399,0.05,0.195
3.201,259.736,168.631,49.934,168.709,50.02,5.154,2.655e-4,5.154,0.003,5.121,2.937,28.61,-80.6,9.791,0.213,-3.38E-06,-2.946,-0.001,2.554e4,3731.884,21.224,0.059,88.316,70.189,3.54,0.497,3.594e7,1633.497,106.423,0.471,0.471,0.364,0.014,0.093,0.028,0.099,-2.24E-05,0,0,0,0,-7.50E-04,0.022,5.12,132.83,87.397,0.011,1.911,13.312,982.787,339.366,0.05,0.196
3.251,268.229,171.095,49.252,171.176,49.353,5.414,2.888e-4,5.414,0.003,5.273,3.169,28.61,-80.6,9.791,0.308,2.299e-6,-2.456,-0.004,2.549e4,3685.483,21.163,0.059,88.192,70.107,3.532,0.505,3.644e7,1616.833,109.612,0.471,0.471,0.363,0.014,0.093,0.04,0.143,-4.53E-04,0,0,0,0,-5.06E-04,0.022,5.12,132.83,87.262,0.012,1.986,13.257,981.791,339.332,0.05,0.197
3.301,276.845,173.524,48.566,173.609,48.685,5.682,3.156e-4,5.682,0.003,5.437,3.402,28.61,-80.6,9.791,0.424,-1.07E-06,-1.741,4.639e-4,2.544e4,3639.083,21.101,0.059,88.038,70.025,3.518,0.512,3.693e7,1600.169,112.808,0.472,0.472,0.363,0.014,0.094,0.056,0.197,-3.89E-04,0,0,0,0,-2.47E-04,0.022,5.12,132.83,87.156,0.013,1.893,13.201,980.781,339.298,0.05,0.199
3.351,285.581,175.918,47.873,176.008,48.003,5.958,3.463e-4,5.958,0.003,5.61,3.537,28.61,-80.6,9.791,0.491,1.143e-6,-0.819,-0.002,2.54e4,3593.406,21.039,0.059,87.96,69.944,3.519,0.519,3.741e7,1583.296,115.998,0.472,0.473,0.363,0.015,0.095,0.065,0.229,-8.01E-05,0,0,0,0,-5.32E-05,0.023,5.12,132.83,87.091,0.013,1.815,13.144,979.756,339.264,0.05,0.2
3.401,294.436,178.274,47.099,178.368,47.234,6.243,3.811e-4,6.243,0.003,5.788,3.564,28.61,-80.6,9.791,0.516,0,0.231,-1.49E-04,2.535e4,3548.885,20.979,0.059,87.946,69.865,3.532,0.526,3.789e7,1564.341,119.166,0.473,0.473,0.363,0.015,0.095,0.069,0.243,-4.66E-04,0,0,0,0,4.115e-6,0.023,5.12,132.83,87.077,0.013,1.706,13.086,978.718,339.229,0.05,0.201
3.451,303.407,180.59,46.313,180.688,46.438,6.537,4.198e-4,6.537,0.004,5.961,3.403,28.61,-80.6,9.791,0.442,1.104e-6,1.261,1.201e-4,2.531e4,3504.364,20.919,0.059,88.079,69.785,3.573,0.533,3.835e7,1544.851,122.296,0.473,0.474,0.362,0.015,0.096,0.059,0.21,-4.78E-04,0,0,0,0,1.197e-4,0.023,5.12,132.83,87.115,0.011,1.743,13.028,977.665,339.194,0.05,0.202
3.501,312.494,182.867,45.53,182.969,45.639,6.839,4.62e-4,6.839,0.004,6.125,3.144,28.61,-80.6,9.791,0.335,-3.65E-06,2.13,-0.003,2.526e4,3459.843,20.859,0.059,88.265,69.705,3.625,0.54,3.881e7,1525.361,125.404,0.474,0.474,0.362,0.015,0.096,0.044,0.16,1.598e-4,0,0,0,0,3.331e-4,0.023,5.12,132.83,87.201,0.009,1.745,12.969,976.6,339.158,0.05,0.204
3.551,321.693,185.103,44.716,185.209,44.8,7.149,5.07e-4,7.149,0.004,6.271,2.751,28.61,-80.6,9.791,0.161,0,2.698,2.796e-4,2.522e4,3416.976,20.8,0.059,88.559,69.628,3.697,0.546,3.926e7,1505.065,128.498,0.474,0.474,0.362,0.016,0.097,0.021,0.077,1.994e-4,0,0,0,0,5.215e-4,0.024,5.12,132.83,87.324,0.007,1.863,12.909,975.521,339.122,0.05,0.205
3.601,331.003,187.294,43.823,187.404,43.885,7.466,5.541e-4,7.466,0.004,6.397,2.345,28.61,-80.6,9.791,0.004,-1.44E-06,-2.882,-0.03,2.518e4,3374.617,20.743,0.059,88.833,69.552,3.766,0.553,3.969e7,1482.896,131.583,0.475,0.475,0.362,0.016,0.097,5.526e-4,0.003,2.77e-5,0,0,0,0,-5.81E-04,0.024,5.12,132.83,87.465,0.005,1.913,12.848,974.429,339.085,0.05,0.207
3.651,340.421,189.441,42.92,189.552,42.966,7.788,6.025e-4,7.788,0.004,6.504,1.989,28.61,-80.6,9.791,0.131,-1.22E-06,-2.708,-0.002,2.514e4,3332.258,20.685,0.059,88.655,69.475,3.746,0.559,4.012e7,1460.652,134.649,0.475,0.475,0.361,0.016,0.098,0.017,0.064,-2.23E-04,0,0,0,0,-5.02E-04,0.024,5.12,132.83,87.606,0.003,1.852,12.787,973.324,339.048,0.05,0.208
3.701,349.946,191.542,42.014,191.656,42.048,8.116,6.517e-4,8.116,0.005,6.595,1.698,28.61,-80.6,9.791,0.219,1.41e-6,-2.259,-0.004,2.51e4,3290.298,20.627,0.059,88.54,69.399,3.739,0.566,4.053e7,1438.453,137.684,0.476,0.476,0.361,0.016,0.099,0.029,0.108,-2.94E-04,0,0,0,0,-3.42E-04,0.025,5.12,132.83,87.731,0.002,1.731,12.725,972.207,339.01,0.05,0.209
3.751,359.574,193.601,41.169,193.716,41.194,8.447,7.015e-4,8.447,0.005,6.672,1.439,28.61,-80.6,9.791,0.303,-8.84E-07,-1.573,-7.08E-04,2.506e4,3250.099,20.572,0.059,88.435,69.325,3.732,0.572,4.093e7,1418.011,140.701,0.477,0.477,0.361,0.017,0.099,0.04,0.149,4.185e-4,0,0,0,0,-1.62E-04,0.025,5.12,132.83,87.828,0.002,1.7,12.663,971.078,338.973,0.05,0.21
3.801,369.305,195.62,40.354,195.736,40.376,8.783,7.519e-4,8.783,0.005,6.74,1.321,28.61,-80.6,9.791,0.318,1.773e-6,-0.736,-0.004,2.501e4,3209.899,20.516,0.059,88.436,69.252,3.747,0.578,4.133e7,1398.464,143.667,0.477,0.477,0.36,0.017,0.1,0.042,0.157,-2.67E-04,0,0,0,0,-3.48E-05,0.025,5.12,132.83,87.886,0.004,1.572,12.6,969.937,338.934,0.05,0.212
3.851,379.135,197.598,39.536,197.715,39.556,9.121,8.032e-4,9.121,0.005,6.803,1.259,28.61,-80.6,9.791,0.324,0,0.155,-0.001,2.497e4,3169.7,20.46,0.059,88.452,69.178,3.764,0.584,4.171e7,1378.917,146.607,0.478,0.478,0.36,0.017,0.1,0.043,0.161,2.727e-4,0,0,0,0,1.507e-6,0.025,5.12,132.83,87.9,0.006,1.563,12.536,968.784,338.895,0.05,0.213
3.901,389.063,199.529,38.605,199.647,38.627,9.463,8.558e-4,9.463,0.005,6.866,1.306,28.61,-80.6,9.791,0.284,7.136e-7,1.017,-0.002,2.494e4,3131.158,20.407,0.059,88.537,69.107,3.795,0.589,4.209e7,1356.737,149.492,0.478,0.478,0.36,0.017,0.101,0.037,0.142,9.216e-5,0,0,0,0,6.377e-5,0.026,5.12,132.83,87.87,0.008,1.547,12.471,967.619,338.856,0.05,0.214
3.951,399.087,201.391,37.212,201.51,37.238,9.808,9.101e-4,9.808,0.005,6.932,1.391,28.61,-80.6,9.791,0.232,9.588e-7,1.77,-0.004,2.49e4,3093.792,20.354,0.058,88.641,69.038,3.829,0.595,4.244e7,1323.127,152.299,0.479,0.479,0.36,0.018,0.101,0.03,0.116,-9.64E-05,0,0,0,0,1.897e-4,0.026,5.12,132.83,87.799,0.01,1.625,12.406,966.444,338.817,0.05,0.215
4.001,409.201,203.18,35.761,203.301,35.795,10.156,9.667e-4,10.156,0.005,7.004,1.544,28.61,-80.6,9.791,0.155,3.438e-6,2.353,-0.003,2.486e4,3056.426,20.302,0.058,88.785,68.969,3.87,0.6,4.279e7,1288.192,155.017,0.479,0.479,0.359,0.018,0.102,0.02,0.078,-2.76E-04,0,0,0,0,3.292e-4,0.026,5.12,132.83,87.694,0.012,1.725,12.34,965.258,338.777,0.05,0.217
4.051,419.403,204.897,34.305,205.019,34.353,10.509,0.001,10.509,0.006,7.086,1.811,28.61,-80.6,9.791,0.02,4.024e-6,2.614,-0.031,2.482e4,3019.06,20.25,0.058,89.023,68.899,3.93,0.605,4.311e7,1253.256,157.635,0.48,0.48,0.359,0.018,0.102,0.003,0.009,6.21e-6,0,0,0,0,3.998e-4,0.026,5.12,132.83,87.568,0.013,1.681,12.274,964.061,338.737,0.05,0.218
4.101,429.685,206.413,30.282,206.537,30.341,10.865,0.001,10.865,0.006,7.175,1.903,28.61,-80.6,9.791,0.079,-6.02E-07,-2.52,-0.005,2.48e4,2991.972,20.212,0.058,88.95,68.849,3.926,0.61,4.34e7,1154.814,159.969,0.48,0.48,0.359,0.018,0.103,0.01,0.041,-4.29E-04,0,0,0,0,-3.66E-04,0.026,5.12,132.83,87.438,0.012,1.771,12.207,962.855,338.696,0.05,0.219
4.151,440.035,207.58,23.336,207.707,23.406,11.226,0.001,11.226,0.006,7.26,1.8,28.61,-80.6,9.791,0.155,1.725e-6,-2.14,-0.003,2.477e4,2965.256,20.174,0.058,88.844,68.799,3.915,0.614,4.361e7,983.568,161.754,0.48,0.48,0.359,0.018,0.103,0.02,0.08,-9.22E-05,0,0,0,0,-2.61E-04,0.027,5.12,132.83,87.321,0.011,1.884,12.14,961.641,338.656,0.05,0.221
4.201,450.435,208.401,16.398,208.53,16.481,11.591,0.001,11.591,0.006,7.339,1.651,28.61,-80.6,9.791,0.227,2.433e-6,-1.517,-0.004,2.474e4,2938.541,20.136,0.058,88.743,68.749,3.905,0.616,4.374e7,812.239,162.969,0.481,0.481,0.359,0.019,0.103,0.03,0.117,-3.41E-04,0,0,0,0,-1.30E-04,0.027,5.12,132.83,87.229,0.01,1.917,12.072,960.422,338.615,0.05,0.222
4.251,460.867,208.877,9.503,209.008,9.609,11.959,0.001,11.959,0.006,7.408,1.427,28.61,-80.6,9.791,0.275,1.21e-6,-0.689,-0.004,2.472e4,2918.432,20.108,0.058,88.674,68.711,3.899,0.618,4.381e7,641.823,163.608,0.481,0.481,0.359,0.019,0.104,0.036,0.142,3.541e-4,0,0,0,0,-2.68E-05,0.027,5.12,132.83,87.173,0.008,1.897,12.004,959.198,338.574,0.05,0.224
4.301,471.314,209.026,2.987,209.159,3.186,12.331,0.001,12.331,0.006,7.464,1.11,28.61,-80.6,9.791,0.276,0,0.218,-0.005,2.471e4,2908.878,20.094,0.058,88.675,68.693,3.903,0.618,4.38e7,480.497,163.692,0.481,0.481,0.359,0.019,0.104,0.037,0.142,-2.87E-04,0,0,0,0,2.67e-6,0.027,5.12,132.83,87.162,0.005,1.887,11.936,957.973,338.532,0.05,0.225
4.351,481.761,208.855,-3.414,208.989,3.491,12.705,0.001,12.705,0.006,7.502,0.729,28.61,-80.6,9.791,0.244,1.218e-6,1.08,-0.002,2.47e4,2899.324,20.081,0.058,88.723,68.675,3.916,0.618,4.373e7,321.504,163.23,0.481,0.481,0.359,0.019,0.104,0.032,0.127,8.038e-5,0,0,0,0,6.562e-5,0.027,5.12,132.83,87.195,0.002,1.837,11.869,956.747,338.491,0.05,0.227
4.401,492.192,208.364,-9.795,208.499,9.799,13.081,0.002,13.081,0.007,7.52,0.275,28.61,-80.6,9.791,0.168,-8.55E-07,1.757,-0.007,2.469e4,2889.77,20.067,0.058,88.836,68.657,3.941,0.616,4.359e7,162.511,162.235,0.481,0.481,0.359,0.019,0.103,0.022,0.087,-1.90E-04,0,0,0,0,1.745e-4,0.027,5.12,132.83,87.268,-3.24E-04,1.813,11.801,955.524,338.45,0.05,0.229
4.451,502.592,207.637,-14.509,207.773,14.51,13.457,0.002,13.457,0.007,7.518,0.122,28.61,-80.6,9.791,0.069,0,2.143,-0.01,2.469e4,2886.878,20.063,0.058,88.984,68.652,3.971,0.614,4.34e7,44.384,160.86,0.48,0.48,0.359,0.018,0.103,0.009,0.035,-3.32E-04,0,0,0,0,2.616e-4,0.027,5.12,132.83,87.367,-3.70E-04,1.784,11.733,954.319,338.409,0.05,0.231
4.501,512.955,206.879,-15.112,207.015,15.116,13.833,0.002,13.833,0.007,7.505,0.353,28.61,-80.6,9.791,0.053,3.512e-6,-2.165,-0.018,2.469e4,2886.266,20.062,0.058,89,68.651,3.974,0.612,4.321e7,27.864,159.465,0.48,0.48,0.359,0.018,0.103,0.007,0.028,-4.36E-04,0,0,0,0,-2.69E-04,0.027,5.12,132.83,87.477,0.002,1.808,11.666,953.161,338.368,0.05,0.232
4.551,523.279,206.102,-15.521,206.237,15.533,14.207,0.002,14.207,0.007,7.48,0.605,28.61,-80.6,9.791,0.192,3.959e-6,-1.771,-0.008,2.469e4,2885.655,20.061,0.058,88.769,68.65,3.93,0.61,4.301e7,16.132,158.07,0.48,0.48,0.359,0.018,0.103,0.025,0.099,1.864e-4,0,0,0,0,-1.81E-04,0.026,5.12,132.83,87.577,0.006,1.939,11.599,952.007,338.328,0.05,0.233
4.595,532.281,205.404,-15.911,205.539,15.928,14.534,0.002,14.534,0.007,7.45,0.729,28.61,-80.6,9.791,0.258,2.476e-6,-1.144,-0.005,2.469e4,2885.12,20.06,0.058,88.657,68.649,3.908,0.608,4.284e7,5.133,156.82,0.48,0.48,0.359,0.018,0.103,0.034,0.133,3.483e-4,0,0,0,0,-7.62E-05,0.026,5.12,132.83,87.641,0.01,1.94,11.54,951.002,338.292,0.044,0.234
4.645,542.531,204.6,-16.059,204.734,16.078,14.905,0.002,14.905,0.007,7.412,0.787,28.61,-80.6,9.791,0.292,1.305e-6,-0.281,-0.005,2.469e4,2885.12,20.06,0.058,88.595,68.649,3.896,0.606,4.264e7,0,155.38,0.48,0.48,0.359,0.018,0.102,0.039,0.15,1.191e-4,0,0,0,0,-4.63E-06,0.026,5.12,132.83,87.677,0.015,1.934,11.474,949.857,338.252,0.05,0.236
4.695,552.741,203.798,-16.001,203.932,16.02,15.275,0.002,15.275,0.007,7.372,0.785,28.61,-80.6,9.791,0.294,1.022e-6,0.631,-0.002,2.469e4,2885.12,20.06,0.058,88.581,68.649,3.893,0.603,4.244e7,0,153.949,0.479,0.48,0.359,0.018,0.102,0.039,0.151,5.204e-5,0,0,0,0,2.352e-5,0.026,5.12,132.83,87.668,0.02,1.978,11.407,948.716,338.212,0.05,0.238
4.745,562.911,203,-15.946,203.132,15.961,15.643,0.002,15.643,0.007,7.335,0.691,28.61,-80.6,9.79,0.241,3.052e-7,1.463,-0.006,2.469e4,2885.12,20.06,0.058,88.654,68.649,3.907,0.601,4.224e7,0,152.515,0.479,0.479,0.359,0.018,0.102,0.032,0.123,7.666e-5,0,0,0,0,1.275e-4,0.026,5.12,132.83,87.614,0.024,1.976,11.341,947.58,338.172,0.05,0.239
