# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
116.255,288.625,-13.442,29.053,13.442,29.054,-46.022,0.091,46.022,179.887,2.008,0.134,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.04,2.855e6,0,959.084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.055,13.123,979.39,339.252,0.006,0.638
116.261,288.544,-13.271,28.097,13.271,28.098,-46.034,0.091,46.034,179.887,2.009,0.145,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.04,2.819e6,0,935.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.06,13.124,979.399,339.252,0.006,0.639
116.267,288.46,-13.099,27.142,13.099,27.143,-46.047,0.091,46.047,179.887,2.01,0.155,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.039,2.783e6,0,911.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.065,13.124,979.409,339.252,0.006,0.639
116.274,288.373,-12.924,26.189,12.924,26.189,-46.06,0.091,46.06,179.887,2.011,0.166,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.039,2.746e6,0,888.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.071,13.125,979.418,339.253,0.007,0.639
116.281,288.283,-12.748,25.237,12.748,25.237,-46.074,0.091,46.075,179.887,2.012,0.176,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.038,2.708e6,0,864.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.077,13.126,979.429,339.253,0.007,0.639
116.288,288.19,-12.569,24.286,12.569,24.287,-46.089,0.091,46.089,179.887,2.014,0.187,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.038,2.67e6,0,841.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.083,13.126,979.439,339.253,0.007,0.639
116.296,288.093,-12.388,23.337,12.388,23.338,-46.105,0.091,46.105,179.887,2.015,0.197,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.037,2.632e6,0,817.957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.089,13.127,979.45,339.254,0.008,0.64
116.304,287.993,-12.204,22.39,12.205,22.391,-46.121,0.091,46.122,179.887,2.017,0.208,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.037,2.593e6,0,794.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.096,13.127,979.461,339.254,0.008,0.64
116.313,287.888,-12.019,21.445,12.019,21.446,-46.139,0.091,46.139,179.887,2.019,0.208,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.036,2.553e6,0,771.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.099,13.128,979.473,339.254,0.009,0.64
116.322,287.778,-11.83,20.501,11.831,20.502,-46.157,0.091,46.158,179.887,2.02,0.197,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.035,2.513e6,0,747.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.097,13.129,979.486,339.255,0.009,0.64
116.332,287.664,-11.64,19.56,11.64,19.561,-46.177,0.091,46.177,179.887,2.022,0.185,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.035,2.473e6,0,724.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.096,13.129,979.498,339.255,0.01,0.641
116.342,287.544,-11.446,18.621,11.446,18.622,-46.198,0.091,46.198,179.887,2.024,0.174,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.034,2.432e6,0,701.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.094,13.13,979.512,339.256,0.01,0.641
116.353,287.418,-11.25,17.685,11.25,17.685,-46.221,0.091,46.221,179.887,2.026,0.163,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.034,2.39e6,0,678.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.092,13.131,979.526,339.256,0.011,0.641
116.365,287.286,-11.051,16.751,11.051,16.752,-46.245,0.091,46.245,179.887,2.028,0.169,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.033,2.348e6,0,655.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.098,13.132,979.541,339.257,0.012,0.642
116.378,287.146,-10.849,15.821,10.849,15.822,-46.271,0.091,46.271,179.887,2.031,0.22,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.033,2.305e6,0,632.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.123,13.133,979.556,339.257,0.013,0.642
116.392,286.998,-10.644,14.895,10.645,14.897,-46.299,0.091,46.299,179.887,2.034,0.271,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.032,2.262e6,0,609.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.15,13.134,979.573,339.258,0.014,0.642
116.407,286.841,-10.436,13.972,10.437,13.976,-46.329,0.091,46.329,179.887,2.039,0.323,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.031,2.217e6,0,586.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.18,13.135,979.59,339.258,0.015,0.642
116.423,286.674,-10.225,13.053,10.226,13.058,-46.362,0.091,46.362,179.887,2.045,0.334,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.031,2.173e6,0,564.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.192,13.136,979.608,339.259,0.016,0.642
116.44,286.495,-10.01,12.137,10.011,12.14,-46.398,0.091,46.398,179.887,2.05,0.289,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.03,2.127e6,0,541.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.18,13.137,979.628,339.26,0.018,0.643
116.46,286.303,-9.793,11.228,9.793,11.23,-46.438,0.091,46.438,179.888,2.054,0.243,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.03,2.081e6,0,518.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.166,13.138,979.649,339.26,0.019,0.643
116.481,286.095,-9.571,10.324,9.572,10.327,-46.482,0.091,46.482,179.888,2.06,0.252,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.029,2.034e6,0,496.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.178,13.139,979.671,339.261,0.021,0.643
116.505,285.87,-9.347,9.426,9.348,9.431,-46.531,0.091,46.531,179.888,2.067,0.318,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.028,1.986e6,0,474.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.219,13.14,979.696,339.262,0.024,0.643
116.532,285.623,-9.118,8.536,9.12,8.544,-46.587,0.091,46.587,179.888,2.077,0.367,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.028,1.938e6,0,452.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.255,13.142,979.722,339.263,0.027,0.644
116.562,285.351,-8.887,7.652,8.889,7.659,-46.65,0.091,46.65,179.888,2.087,0.335,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.027,1.889e6,0,430.755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.253,13.143,979.751,339.264,0.03,0.644
116.596,285.049,-8.653,6.778,8.654,6.784,-46.722,0.091,46.722,179.888,2.097,0.273,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.026,1.839e6,0,409.151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.234,13.145,979.783,339.265,0.034,0.644
116.636,284.71,-8.418,5.917,8.419,5.919,-46.805,0.091,46.805,179.888,2.103,0.161,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.026,1.789e6,0,387.852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.186,13.147,979.819,339.266,0.04,0.644
116.683,284.321,-8.18,5.078,8.182,5.086,-46.904,0.091,46.904,179.889,2.116,0.284,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.025,1.739e6,0,367.179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.265,13.149,979.858,339.267,0.047,0.644
116.739,283.87,-7.943,4.249,7.944,4.252,-47.022,0.091,47.023,179.889,2.126,0.164,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.024,1.688e6,0,346.663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.212,13.152,979.904,339.269,0.056,0.645
116.807,283.335,-7.707,3.445,7.707,3.445,-47.168,0.091,47.168,179.889,2.127,0.017,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.023,1.638e6,0,326.802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.136,13.155,979.957,339.271,0.068,0.645
116.895,282.666,-7.472,2.672,7.472,2.672,-47.355,0.091,47.355,179.89,2.122,0.053,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.023,1.588e6,0,307.713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.095,13.158,980.02,339.273,0.088,0.645
117.013,281.804,-7.247,1.923,7.247,1.928,-47.603,0.091,47.603,179.89,2.107,0.129,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.022,1.54e6,0,289.245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.04,13.163,980.098,339.275,0.117,0.645
117.181,280.6,-7.039,1.229,7.04,1.238,-47.956,0.091,47.956,179.891,2.082,0.147,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.021,1.496e6,0,272.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.774e-4,NaN,NaN,NaN,NaN,2.011,13.168,980.199,339.279,0.169,0.645
117.409,279.01,-6.9,0.611,6.901,0.664,-48.438,0.091,48.438,179.892,2.141,0.259,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.021,1.467e6,0,256.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.511e-4,NaN,NaN,NaN,NaN,2.258,13.176,980.34,339.284,0.228,0.646
117.895,275.68,-6.802,0.202,6.802,0.204,-49.482,0.091,49.482,179.895,2.156,0.03,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.446e6,0,246.723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.37e-4,NaN,NaN,NaN,NaN,2.163,13.186,980.527,339.29,0.486,0.646
118.395,272.272,-6.831,-0.058,6.832,0.618,-50.483,0.091,50.483,179.897,1.848,0.615,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.453e6,0,240.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.259e-4,NaN,NaN,NaN,NaN,1.727,13.208,980.917,339.303,0.5,0.646
118.895,268.857,-6.826,0.01,6.826,0.13,-51.424,0.091,51.424,179.899,1.913,0.13,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.452e6,0,242.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.152e-4,NaN,NaN,NaN,NaN,1.94,13.23,981.317,339.316,0.5,0.646
119.395,265.444,-6.826,4.398e-4,6.826,0.212,-52.354,0.091,52.354,179.901,1.807,0.212,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.452e6,0,241.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.174e-4,NaN,NaN,NaN,NaN,1.766,13.252,981.718,339.33,0.5,0.646
119.895,262.032,-6.825,7.552e-4,6.825,0.017,-53.26,0.091,53.26,179.902,1.816,0.017,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.453e6,0,241.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.128e-4,NaN,NaN,NaN,NaN,1.82,13.275,982.118,339.343,0.5,0.646
120.395,258.619,-6.824,0.003,6.824,0.083,-54.178,0.091,54.178,179.904,1.857,0.083,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.453e6,0,241.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.131e-4,NaN,NaN,NaN,NaN,1.874,13.297,982.518,339.357,0.5,0.647
120.895,255.208,-6.823,0.002,6.823,0.078,-55.116,0.091,55.116,179.906,1.896,0.078,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.453e6,0,241.797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.147e-4,NaN,NaN,NaN,NaN,1.912,13.319,982.918,339.37,0.5,0.647
121.395,251.797,-6.822,0.002,6.822,0.08,-56.054,0.091,56.054,179.907,1.856,0.08,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.453e6,0,241.814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.163e-4,NaN,NaN,NaN,NaN,1.841,13.341,983.318,339.384,0.5,0.647
121.895,248.386,-6.821,0.002,6.821,0.024,-56.985,0.091,56.985,179.909,1.868,0.023,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.453e6,0,241.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.144e-4,NaN,NaN,NaN,NaN,1.873,13.363,983.718,339.397,0.5,0.647
122.395,244.976,-6.819,0.003,6.82,0.056,-57.926,0.091,57.926,179.91,1.896,0.055,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.453e6,0,241.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.148e-4,NaN,NaN,NaN,NaN,1.907,13.385,984.118,339.411,0.5,0.647
122.895,241.566,-6.818,0.003,6.818,0.139,-58.857,0.09,58.857,179.912,1.826,0.139,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.453e6,0,241.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.158e-4,NaN,NaN,NaN,NaN,1.8,13.408,984.518,339.424,0.5,0.647
123.395,238.158,-6.818,0.001,6.818,0.035,-59.765,0.09,59.766,179.913,1.809,0.035,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.454e6,0,241.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.127e-4,NaN,NaN,NaN,NaN,1.802,13.43,984.918,339.437,0.5,0.647
123.895,234.749,-6.816,0.003,6.816,0.037,-60.665,0.09,60.665,179.915,1.79,0.037,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.454e6,0,241.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.119e-4,NaN,NaN,NaN,NaN,1.784,13.452,985.318,339.451,0.5,0.648
124.395,231.341,-6.815,0.003,6.815,0.154,-61.541,0.09,61.541,179.916,1.713,0.154,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.454e6,0,241.854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.109e-4,NaN,NaN,NaN,NaN,1.684,13.474,985.718,339.464,0.5,0.648
124.895,227.937,-6.805,0.019,6.806,0.598,-62.473,0.09,62.473,179.917,2.012,0.598,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.452e6,0,242.664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.076e-4,NaN,NaN,NaN,NaN,2.129,13.496,986.118,339.478,0.5,0.648
125.395,224.531,-6.816,-0.022,6.816,0.178,-63.501,0.09,63.501,179.919,2.101,0.176,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.455e6,0,241.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.194e-4,NaN,NaN,NaN,NaN,2.136,13.518,986.517,339.491,0.5,0.648
125.895,221.125,-6.809,0.014,6.809,0.248,-64.52,0.09,64.52,179.92,1.977,0.248,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.454e6,0,242.173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.249e-4,NaN,NaN,NaN,NaN,1.929,13.541,986.916,339.504,0.5,0.648
126.395,217.721,-6.809,-3.91E-05,6.809,0.345,-65.551,0.09,65.552,179.921,2.149,0.345,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.454e6,0,241.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.182e-4,NaN,NaN,NaN,NaN,2.217,13.563,987.316,339.518,0.5,0.649
126.895,214.317,-6.807,0.004,6.807,0.361,-66.671,0.09,66.671,179.923,2.329,0.361,28.61,-80.601,9.792,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.454e6,0,242.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.264e-4,NaN,NaN,NaN,NaN,2.4,13.585,987.715,339.531,0.5,0.649
127.395,210.913,-6.809,-0.004,6.809,0.115,-67.85,0.09,67.85,179.924,2.387,0.115,28.61,-80.601,9.792,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.455e6,0,241.654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.354e-4,NaN,NaN,NaN,NaN,2.41,13.607,988.114,339.545,0.5,0.649
127.895,207.509,-6.806,0.005,6.807,0.139,-69.026,0.09,69.026,179.925,2.317,0.139,28.61,-80.601,9.792,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.455e6,0,241.905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.387e-4,NaN,NaN,NaN,NaN,2.291,13.629,988.513,339.558,0.5,0.649
128.395,204.106,-6.806,0.001,6.806,0.181,-70.162,0.09,70.162,179.927,2.226,0.181,28.61,-80.601,9.792,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.455e6,0,241.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.347e-4,NaN,NaN,NaN,NaN,2.192,13.651,988.913,339.572,0.5,0.65
128.895,200.704,-6.801,0.009,6.802,0.393,-71.226,0.09,71.226,179.928,2.03,0.393,28.61,-80.601,9.792,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.455e6,0,242.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.299e-4,NaN,NaN,NaN,NaN,1.954,13.673,989.312,339.585,0.5,0.65
129.395,197.302,-6.806,-0.008,6.806,0.016,-72.243,0.09,72.243,179.929,2.037,0.014,28.61,-80.601,9.792,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.456e6,0,241.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.198e-4,NaN,NaN,NaN,NaN,2.04,13.695,989.711,339.598,0.5,0.65
129.895,193.9,-6.801,0.01,6.801,0.24,-73.291,0.09,73.291,179.93,2.157,0.24,28.61,-80.601,9.792,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.455e6,0,242.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.206e-4,NaN,NaN,NaN,NaN,2.204,13.718,990.11,339.612,0.5,0.65
130.395,190.501,-6.799,0.004,6.799,0.407,-74.318,0.09,74.318,179.931,1.953,0.407,28.61,-80.601,9.792,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.455e6,0,242.064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.258e-4,NaN,NaN,NaN,NaN,1.875,13.74,990.509,339.625,0.5,0.651
130.895,187.101,-6.801,-0.005,6.801,0.226,-75.267,0.09,75.267,179.932,1.84,0.226,28.61,-80.601,9.792,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.02,1.456e6,0,241.701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.159e-4,NaN,NaN,NaN,NaN,1.797,13.762,990.907,339.639,0.5,0.651
